Замена РЗА ВЛ-35кВ на МР-5 ПО70 ПС Руба на Сураж,1, 
Замена РЗА ВЛ-35кВ на МР-5 ПО70 Руба на Курино,1, 
Комплектация бригад,1, 
ПС Витебская-330 РЗА ВЛ-110кВ МР-771 В.Сев №1 ,1, 
ПС Слобода ремонт РЗА ВЛ-10кВ,1, 
ПС Шумилино Ремонт РЗА ВЛ-110кВ на МР-771 ВитТЭЦ,1, 
ПС Шумилино Ремонт РЗА ВЛ-110кВ на МР-771 Мясокомб,1, 
Ремонт РЗА НЗТ ПС Руба 3шт,1, 
Ремонт РЗА распредсети МР-301 с АПВ ЛРЭС 2 шт,1, 
Ремонт учётов,1, 
